	enfant	age	type	seconde_debut	seconde_fin	contenu
18651	LEONARD	2_04_25	CHI	782.5269999999999	788.895	tu [/] tu [/] tu [/] tu manges ?
18652	LEONARD	2_04_25	mod			ty ty ty ty mɑ̃ʒ
18653	LEONARD	2_04_25	pho			ty ty ty ty mɑ̃z
18654	LEONARD	2_04_25	MOT	788.895	790.365	un Kriskroll .
18655	LEONARD	2_04_25	CHI	790.365	791.23	oui .
18656	LEONARD	2_04_25	mod			wi
18657	LEONARD	2_04_25	pho			wi
18658	LEONARD	2_04_25	MOT	791.23	791.887	j'fais des miettes .
18659	LEONARD	2_04_25	CHI	791.887	793.437	oui des miettes .
18660	LEONARD	2_04_25	mod			wi de mjɛt
18661	LEONARD	2_04_25	pho			wi de miɛt
18662	LEONARD	2_04_25	MOT	793.437	794.062	ouais .
18663	LEONARD	2_04_25	CHI	794.062	795.252	ah oui .
18664	LEONARD	2_04_25	mod			a wi
18665	LEONARD	2_04_25	pho			a wi
18666	LEONARD	2_04_25	MOT	795.252	797.39	tu sais ce+que c'est les miettes ?
18667	LEONARD	2_04_25	FAT	797.39	801.135	xx aujourd'hui Léonard ?
18668	LEONARD	2_04_25	CHI	801.135	804.27	et voilà maman .
18669	LEONARD	2_04_25	mod			ɛtt vwala mamɑ̃
18670	LEONARD	2_04_25	pho			e vwala mamɑ̃
18671	LEONARD	2_04_25	MOT	804.27	804.988	qu' est+ce que t'as fait ?
18672	LEONARD	2_04_25	CHI	804.988	806.573	une bêtise .
18673	LEONARD	2_04_25	mod			yn betiz
18674	LEONARD	2_04_25	sit			tout le monde rit.
18675	LEONARD	2_04_25	pho			y bɛtiz
18676	LEONARD	2_04_25	FAT	806.573	810.11	qu' est+ce que t'as fait à la crèche aujourd'hui ?
18677	LEONARD	2_04_25	CHI	810.11	821.822	la@o euh la@o la@o mm .
18678	LEONARD	2_04_25	mod			la ø la la m
18679	LEONARD	2_04_25	pho			laː øː laː laː mː
18680	LEONARD	2_04_25	FAT	821.822	824.3969999999999	oui .
18681	LEONARD	2_04_25	CHI	824.3969999999999	826.05	la@o .
18682	LEONARD	2_04_25	mod			la
18683	LEONARD	2_04_25	pho			laː
18684	LEONARD	2_04_25	MOT	826.05	827.068	t'as chanté ?
18685	LEONARD	2_04_25	CHI	827.068	829.422	à la crêche .
18686	LEONARD	2_04_25	mod			a la kʀɛʃ
18687	LEONARD	2_04_25	pho			a la kʁɛʃ
18688	LEONARD	2_04_25	FAT	829.422	834.797	qu' est+ce que t'as fait à la crèche ?
18689	LEONARD	2_04_25	CHI	834.797	841.422	un dessin .
18690	LEONARD	2_04_25	mod			ɛ̃ desɛ̃
18691	LEONARD	2_04_25	pho			ɛ̃ desɛ̃
18692	LEONARD	2_04_25	FAT	841.422	842.1569999999999	un dessin ?
18693	LEONARD	2_04_25	tim			14:00
18694	LEONARD	2_04_25	CHI	842.1569999999999	843.165	oui .
18695	LEONARD	2_04_25	mod			wi
18696	LEONARD	2_04_25	pho			wi
18697	LEONARD	2_04_25	FAT	843.165	846.493	tu l'as amené à la maison ou pas ?
18698	LEONARD	2_04_25	sit			L parle la bouche pleine.
18699	LEONARD	2_04_25	CHI	846.493	851.9630000000001	yy xx la crêche .
18700	LEONARD	2_04_25	mod			… … la kʀɛʃ
18701	LEONARD	2_04_25	com			POV:1pers
18702	LEONARD	2_04_25	pho			atata XX la kʁɛʃ
18703	LEONARD	2_04_25	CHI	851.9630000000001	855.245	l'a fait .
18704	LEONARD	2_04_25	mod			la fɛ
18705	LEONARD	2_04_25	pho			la fe
18706	LEONARD	2_04_25	CHI	855.245	858.5269999999999	l'a fait .
18707	LEONARD	2_04_25	mod			la fɛ
18708	LEONARD	2_04_25	pho			la fe
18709	LEONARD	2_04_25	CHI	858.5269999999999	862.908	la pâte+à+modeler .
18710	LEONARD	2_04_25	mod			la pattamɔdle
18711	LEONARD	2_04_25	pho			la patamɔdle
18712	LEONARD	2_04_25	FAT	862.908	864.877	la pâte+à+modeler t'as fait ?
18713	LEONARD	2_04_25	CHI	864.877	865.565	mm .
18714	LEONARD	2_04_25	mod			m
18715	LEONARD	2_04_25	pho			mː
18716	LEONARD	2_04_25	FAT	865.565	867.885	c'est vrai ?
18717	LEONARD	2_04_25	sit			L sort et va chercher un biscuit.
18718	LEONARD	2_04_25	OBS	867.885	876.5419999999999	au+revoir .
18719	LEONARD	2_04_25	MOT	876.5419999999999	878.5419999999999	il va à sa réserve .
18720	LEONARD	2_04_25	sit			L revient avec un finger.
18721	LEONARD	2_04_25	MOT	878.5419999999999	880.988	bravo .
18722	LEONARD	2_04_25	sit			L tend le finger à son père.
18723	LEONARD	2_04_25	FAT	880.988	885.79	moi <j'ai un> [/] j'ai un morceau de nougat .
18724	LEONARD	2_04_25	MOT	885.79	888.173	t'as pas voulu le goûter le nougat Léonard .
18725	LEONARD	2_04_25	CHI	888.173	888.91	mm .
18726	LEONARD	2_04_25	mod			m
18727	LEONARD	2_04_25	pho			mː
18728	LEONARD	2_04_25	MOT	888.91	890.302	mais papa il aime ça hein .
18729	LEONARD	2_04_25	FAT	890.302	891.165	oh+oui .
18730	LEONARD	2_04_25	tim			15:00
18731	LEONARD	2_04_25	sit			L fait le tour de la table en regardant partout.
18732	LEONARD	2_04_25	MOT	891.165	900.508	qu' est+ce que tu cherches ?
18733	LEONARD	2_04_25	CHI	900.508	902.45	le livre .
18734	LEONARD	2_04_25	mod			lə livʀ
18735	LEONARD	2_04_25	pho			lə livʁ
18736	LEONARD	2_04_25	OBS	902.45	903.7719999999999	tu le veux ?
18737	LEONARD	2_04_25	sit			elle le lui tend.
18738	LEONARD	2_04_25	CHI	903.7719999999999	904.91	oui .
18739	LEONARD	2_04_25	mod			wi
18740	LEONARD	2_04_25	sit			il le prend. Il le montre à sa mère.
18741	LEONARD	2_04_25	pho			wi
18742	LEONARD	2_04_25	CHI	904.91	906.988	eh raconte .
18743	LEONARD	2_04_25	mod			ə ʀakɔ̃t
18744	LEONARD	2_04_25	pho			e ʁakɔ̃t
18745	LEONARD	2_04_25	MOT	906.988	909.678	oh j'le connais bien ce livre .
18746	LEONARD	2_04_25	CHI	909.678	911.693	hein raconte .
18747	LEONARD	2_04_25	mod			ɛ̃ ʀakɔ̃t
18748	LEONARD	2_04_25	sit			il a le finger à la bouche et émet des sons bizarres.
18749	LEONARD	2_04_25	pho			ɛ̃ ʁakɔ̃t
18750	LEONARD	2_04_25	MOT	911.693	915.347	qu' est+ce qu' y a ?
18751	LEONARD	2_04_25	sit			il recommence. elle le soulève et le prend sur se genoux.
18752	LEONARD	2_04_25	MOT	915.347	917.79	xx monsieur .
18753	LEONARD	2_04_25	+div+	917.79	1103.257	BG
18754	LEONARD	2_04_25	MOT	917.79	929.788	alors comment s'appelle ce livre ?
18755	LEONARD	2_04_25	CHI	929.788	932.206	le bon ami ne@fs s'appelle .
18756	LEONARD	2_04_25	mod			lə bɔ̃ ami … sapɛl
18757	LEONARD	2_04_25	pho			lə bon ami ne sapɛl
18758	LEONARD	2_04_25	MOT	932.206	933.422	presque .
18759	LEONARD	2_04_25	sit			COUPURE. ils ont commencé le livre.
18760	LEONARD	2_04_25	MOT	933.422	935.102	Abo l'abominable homme +...
18761	LEONARD	2_04_25	MOT	935.102	937.068	oh qu' est+ce que c'est que ça ?
18762	LEONARD	2_04_25	CHI	937.068	938.1080000000001	il pleut .
18763	LEONARD	2_04_25	mod			il plø
18764	LEONARD	2_04_25	pho			e plœ
18765	LEONARD	2_04_25	MOT	938.1080000000001	939.293	oui .
18766	LEONARD	2_04_25	CHI	939.293	940.925	e@fs pieds .
18767	LEONARD	2_04_25	mod			… pje
18768	LEONARD	2_04_25	pho			e pie
18769	LEONARD	2_04_25	MOT	940.925	942.433	c'est les pieds de qui ?
18770	LEONARD	2_04_25	CHI	942.433	945.797	de l'abominable homme+de+neige .
18771	LEONARD	2_04_25	mod			də labɔminabl ɔmdɛsznɛʒ
18772	LEONARD	2_04_25	pho			də labomna ɔmdenez
18773	LEONARD	2_04_25	MOT	945.797	946.66	ouais .
18774	LEONARD	2_04_25	MOT	946.66	950.0319999999999	là regarde .
18775	LEONARD	2_04_25	MOT	950.0319999999999	951.44	ça c'est la toute petite maison .
18776	LEONARD	2_04_25	CHI	951.44	952.137	oui .
18777	LEONARD	2_04_25	mod			wi
18778	LEONARD	2_04_25	pho			wi
18779	LEONARD	2_04_25	MOT	952.137	959.365	en+haut de la grande montagne dans laquelle habite Abo # le minable homme des neiges .
18780	LEONARD	2_04_25	sit			le téléphone sonne.
18781	LEONARD	2_04_25	tim			16:00
18782	LEONARD	2_04_25	MOT	959.365	963.038	Il est très timide .
18783	LEONARD	2_04_25	MOT	963.038	963.738	Il est très petit .
18784	LEONARD	2_04_25	MOT	963.738	964.578	Il a aucun ami .
18785	LEONARD	2_04_25	MOT	964.578	973.2719999999999	il est très petit mais il a o:h de très grands pieds .
18786	LEONARD	2_04_25	MOT	973.2719999999999	975.217	tu vois les grands pieds ?
18787	LEONARD	2_04_25	MOT	975.217	978.13	et toi Léonard t'as des grands pieds .
18788	LEONARD	2_04_25	CHI	977.342	978.575	non .
18789	LEONARD	2_04_25	mod			nɔ̃
18790	LEONARD	2_04_25	pho			nɔ̃
18791	LEONARD	2_04_25	MOT	978.575	979.698	ils sont comment tes pieds ?
18792	LEONARD	2_04_25	CHI	979.698	981.553	i sont +...
18793	LEONARD	2_04_25	mod			i sɔ̃
18794	LEONARD	2_04_25	sit			il a l'air de réfléchir.
18795	LEONARD	2_04_25	pho			i sɔ̃
18796	LEONARD	2_04_25	CHI	981.553	983.377	tout petit .
18797	LEONARD	2_04_25	mod			tu pəti
18798	LEONARD	2_04_25	sit			M prend une petite voix.
18799	LEONARD	2_04_25	pho			tu pəti
18800	LEONARD	2_04_25	MOT	983.377	988.242	ils sont tout petits tes pieds .
18801	LEONARD	2_04_25	sit			p apporte le téléphone portable à M Il prend L sur ses genoux. COUPURE ils sont en train de regarder le livre.
18802	LEONARD	2_04_25	MOT	988.242	992.435	oh c'est mignon .
18803	LEONARD	2_04_25	FAT	992.435	1000.02	qui c'est ça ?
18804	LEONARD	2_04_25	CHI	1000.02	1004.9	c'est monsieur qui tombe .
18805	LEONARD	2_04_25	mod			sɛ məsiø ki tɔ̃b
18806	LEONARD	2_04_25	pho			se mœsiø ki tɔ̃b
18807	LEONARD	2_04_25	FAT	1004.9	1006.372	c'est le chasseur qui tombe .
18808	LEONARD	2_04_25	CHI	1006.372	1006.737	est chasseur i@fs tombe .
18809	LEONARD	2_04_25	mod			ɛ ʃasœʀ … tɔ̃b
18810	LEONARD	2_04_25	pho			e sasø i tɔ̃b
18811	LEONARD	2_04_25	FAT	1006.737	1007.832	il tombe dans le précipice parce+que Abo leur a dit il est parti par+là .
18812	LEONARD	2_04_25	tim			17:00
18813	LEONARD	2_04_25	FAT	1007.832	1008.4889999999999	alors ils l'ont suivi et ouh ils tombent .
18814	LEONARD	2_04_25	FAT	1008.4889999999999	1009.438	et après y a d'autres chasseurs qui viennent avec le sourire carnassier .
18815	LEONARD	2_04_25	FAT	1009.438	1011.317	ils jettent des boules de neige au pauvre Abo qui leur dit je l'ai vu de mes yeux vu il est parti par+là .
18816	LEONARD	2_04_25	FAT	1011.317	1016.0210000000001	et hop ils vont aussi tomber .
18817	LEONARD	2_04_25	FAT	1016.0210000000001	1030.133	après il déchire les journaux parce+qu' il trouve que c'est scandaleux ce+qu' ils racontent et il décide de devenir méchant .
18818	LEONARD	2_04_25	FAT	1030.133	1034.837	alors+qu' est+ce qu' il dit là ?
18819	LEONARD	2_04_25	FAT	1034.837	1040.23	je suis abominable je suis abominable .
18820	LEONARD	2_04_25	FAT	1040.23	1058.327	et il s'est précipité dans le précipice lui aussi avec ses grands pieds .
18821	LEONARD	2_04_25	CHI	1058.327	1058.371	non .
18822	LEONARD	2_04_25	mod			nɔ̃
18823	LEONARD	2_04_25	pho			nɔ̃
18824	LEONARD	2_04_25	FAT	1058.371	1058.789	si il va sauter et au dernier moment il dit non non non parce+qu' il entend des voix .
18825	LEONARD	2_04_25	tim			18:00
18826	LEONARD	2_04_25	FAT	1058.789	1059.229	il se penche et tous les chasseurs qui sont au fond du précipice ils sont pas morts du tout .
18827	LEONARD	2_04_25	FAT	1059.229	1059.515	ils sont tombés sur la neige molle et ils sont en+train+de discuter .
18828	LEONARD	2_04_25	FAT	1059.515	1059.798	ils sont en+train+de dire on va rentrer au village .
18829	LEONARD	2_04_25	FAT	1059.798	1065.954	on va dire qu' on a pas trouvé l'abominable homme des neiges et y aura pas de problème .
18830	LEONARD	2_04_25	FAT	1065.954	1068.546	et ils rentrent tous vers le village .
18831	LEONARD	2_04_25	sit			il ferme le livre.
18832	LEONARD	2_04_25	FAT	1068.546	1071.462	et Abo il est content parce+que xx personne .
18833	LEONARD	2_04_25	FAT	1071.462	1078.59	il est rentré se chauffer ses grands pieds à la chaleur de la cheminée fumer sa pipe et boire son thé .
18834	LEONARD	2_04_25	FAT	1078.59	1084.138	et il a décidé de ne plus jamais croire ce+qu' il lirait dans les journaux .
18835	LEONARD	2_04_25	FAT	1084.138	1103.257	et c'est fini .
18836	LEONARD	2_04_25	-div-			
18837	LEONARD	2_04_25	FAT	1103.257	1105.387	c'est une belle histoire .
18838	LEONARD	2_04_25	CHI	1105.387	1106.722	mm encore .
18839	LEONARD	2_04_25	mod			m ɑ̃kɔʀ
18840	LEONARD	2_04_25	pho			mː ɑ̃kɔʁ
18841	LEONARD	2_04_25	FAT	1106.722	1108.058	encore ?
18842	LEONARD	2_04_25	FAT	1108.058	1110.987	toi tu racontes maintenant .
18843	LEONARD	2_04_25	CHI	1110.987	1113.7069999999999	toi .
18844	LEONARD	2_04_25	mod			twa
18845	LEONARD	2_04_25	pho			twa
18846	LEONARD	2_04_25	FAT	1113.7069999999999	1115.29	non vas+y raconte .
18847	LEONARD	2_04_25	CHI	1115.29	1115.514	non .
18848	LEONARD	2_04_25	mod			nɔ̃
18849	LEONARD	2_04_25	pho			nɔ̃
18850	LEONARD	2_04_25	+div+	1115.514	1290.797	BG
18851	LEONARD	2_04_25	FAT	1115.514	1116.97	xx en+haut d'une montagne il y la petit maison de Abo .
18852	LEONARD	2_04_25	FAT	1116.97	1126.937	c'est qui Abo ?
18853	LEONARD	2_04_25	CHI	1126.937	1128.752	abominable homme+de+neige .
18854	LEONARD	2_04_25	mod			abɔminabl ɔmdɛsznɛʒ
18855	LEONARD	2_04_25	pho			bɔmina bodenɛl
18856	LEONARD	2_04_25	FAT	1128.752	1130.568	oui .
18857	LEONARD	2_04_25	sit			L regarde autour de lui et met un temps à répondre.
18858	LEONARD	2_04_25	tim			19:00
18859	LEONARD	2_04_25	FAT	1130.568	1135.002	qu' est+ce qu' il a Abo ?
18860	LEONARD	2_04_25	CHI	1135.002	1147.53	des grands pieds .
18861	LEONARD	2_04_25	mod			de gʀɑ̃ pje
18862	LEONARD	2_04_25	pho			de gʁɑ̃ pie
18863	LEONARD	2_04_25	FAT	1147.53	1148.585	oui !
18864	LEONARD	2_04_25	sit			L montre le dessin.
18865	LEONARD	2_04_25	CHI	1148.585	1149.601	yy xx lui .
18866	LEONARD	2_04_25	mod			… … lɥi
18867	LEONARD	2_04_25	pho			mɔte XX lɥi
18868	LEONARD	2_04_25	FAT	1149.601	1150.363	il tricote .
18869	LEONARD	2_04_25	FAT	1150.363	1152.152	qu' est+ce qu' il tricote ?
18870	LEONARD	2_04_25	FAT	1152.152	1164.425	Il tricote une grande chaussette pour mettre sur ses grands pieds et ça lui prend toute la journée .
18871	LEONARD	2_04_25	CHI	1164.425	1164.761	oui .
18872	LEONARD	2_04_25	mod			wi
18873	LEONARD	2_04_25	pho			wi
18874	LEONARD	2_04_25	FAT	1164.761	1165.77	c'est très très long .
18875	LEONARD	2_04_25	FAT	1165.77	1178.1680000000001	regarde ses cheveux ils se dressent sur sa tête hop parce+qu' il a lu quelque+chose dans les journaux qui lui a fait très très peur .
18876	LEONARD	2_04_25	CHI	1178.1680000000001	1179.464	et pourquoi il a très très peur ?
18877	LEONARD	2_04_25	mod			e puʀkwa il a tʀɛ tʀɛ pœʀ
18878	LEONARD	2_04_25	pho			e pukwa il a tʁe tʁe pœʁ
18879	LEONARD	2_04_25	FAT	1179.464	1183.865	il a très très peur parce+que dans les journaux ils disent qu' ils ont trouvé l'habitat du terrible de l'effroyable de l'abominable homme des neiges .
18880	LEONARD	2_04_25	tim			20:00
18881	LEONARD	2_04_25	FAT	1183.865	1191.5510000000002	et lui i sait pas que c'est lui l'abominable homme des neiges alors il a très peur .
18882	LEONARD	2_04_25	FAT	1191.5510000000002	1197.529	ils savent pas il sait pas que les gens pensent que c'est lui .
18883	LEONARD	2_04_25	sit			p tourne la page.
18884	LEONARD	2_04_25	FAT	1197.529	1201.4	le soir il est très très déprimé .
18885	LEONARD	2_04_25	FAT	1201.4	1204.78	le matin il sort comme d'habitude il cache ses pieds dans la neige pour pas qu' on le remarque .
18886	LEONARD	2_04_25	FAT	1204.78	1206.132	et les chasseurs arrivent et disent héh !
18887	LEONARD	2_04_25	sit			il montre l'image où on voit les chasseurs tomber dans le fossé et il mime.
18888	LEONARD	2_04_25	FAT	1206.132	1209.174	t'aurais pas vu un mec avec de très grands pieds qu' on appelle l'abominable homme des neiges .
18889	LEONARD	2_04_25	FAT	1209.174	1213.433	et lui i dit pour déconner pour rire parce+qu' il voit que les gens i disent xx i disent il est parti par+là .
18890	LEONARD	2_04_25	FAT	1213.433	1232.505	oh !
18891	LEONARD	2_04_25	CHI	1232.505	1233.411	et pourquoi il est parti ?
18892	LEONARD	2_04_25	mod			e puʀkwa il ɛ paʀti
18893	LEONARD	2_04_25	pho			e pukwa il e paʁti
18894	LEONARD	2_04_25	FAT	1233.411	1237.208	il est pas parti c'est lui qui dit aux chasseurs j'ai vu je l'ai vu l'abominable homme des neiges il est parti par+là .
18895	LEONARD	2_04_25	FAT	1237.208	1245.787	mais en fait c'est pas vrai c'est un mensonge .
18896	LEONARD	2_04_25	CHI	1245.787	1249.6580000000001	aie pourquoi un mensonge ?
18897	LEONARD	2_04_25	mod			ɛ puʀkwi ɛ̃ mɑ̃sɔ̃ʒ
18898	LEONARD	2_04_25	pho			aj pukwa ɛ̃ mɑ̃sɔ̃ʒ
18899	LEONARD	2_04_25	FAT	1249.6580000000001	1251.258	ben parce+qu' il veut se venger des chasseurs .
18900	LEONARD	2_04_25	tim			21:00
18901	LEONARD	2_04_25	CHI	1251.258	1251.984	yy xx .
18902	LEONARD	2_04_25	mod			… …
18903	LEONARD	2_04_25	pho			dəla XX
18904	LEONARD	2_04_25	CHI	1251.984	1252.71	les chasseurs .
18905	LEONARD	2_04_25	mod			le ʃasœʀ
18906	LEONARD	2_04_25	pho			le sasœʁ
18907	LEONARD	2_04_25	FAT	1252.71	1256.34	il a perdu son fusil oui et l'autre il a perdu aussi son fusil .
18908	LEONARD	2_04_25	sit			il tourne la page
18909	LEONARD	2_04_25	FAT	1256.34	1259.983	et ils tombent et y a des morceaux de pierre qui tombent aussi .
18910	LEONARD	2_04_25	FAT	1259.983	1272.485	et voilà .
18911	LEONARD	2_04_25	FAT	1272.485	1272.827	ensuite la deuxième fois avec les autres chasseurs .
18912	LEONARD	2_04_25	sit			il tourne la page.
18913	LEONARD	2_04_25	FAT	1272.827	1273.1689999999999	ensuite lui+même veut sauter parce+qu' il est désespéré .
18914	LEONARD	2_04_25	sit			il ferme le livre et le pose. L éternue en descendant de ses genoux.
18915	LEONARD	2_04_25	FAT	1273.1689999999999	1274.422	il est pas content parce+qu' il pense qu' il les a tués et en fait il s'aperçoit qu' il les a pas tués donc tout est bien qui finit bien .
18916	LEONARD	2_04_25	FAT	1274.422	1290.797	et voilà .
18917	LEONARD	2_04_25	-div-			
18918	LEONARD	2_04_25	FAT	1290.797	1295.373	à tes souhaits .
18919	LEONARD	2_04_25	CHI	1295.373	1297.23	et maman où elle est ?
18920	LEONARD	2_04_25	mod			e mamɑ̃ u ɛl ɛ
18921	LEONARD	2_04_25	pho			e mamɑ̃ u ɛl e
18922	LEONARD	2_04_25	FAT	1297.23	1298.83	maman elle parle avec Genviève au téléphone .
18923	LEONARD	2_04_25	CHI	1298.83	1300.24	non .
18924	LEONARD	2_04_25	mod			nɔ̃
18925	LEONARD	2_04_25	pho			nɔ̃
18926	LEONARD	2_04_25	FAT	1300.24	1302.335	tu veux pas un nougat ?
18927	LEONARD	2_04_25	CHI	1302.335	1303.123	non .
18928	LEONARD	2_04_25	mod			nɔ̃
18929	LEONARD	2_04_25	pho			nɔ̃
18930	LEONARD	2_04_25	FAT	1303.123	1303.732	non ?
18931	LEONARD	2_04_25	OBS	1303.732	1310.3419999999999	il est où ton dessin Léonard ?
18932	LEONARD	2_04_25	CHI	1310.3419999999999	1311.9579999999999	non .
18933	LEONARD	2_04_25	mod			nɔ̃
18934	LEONARD	2_04_25	pho			nɔ̃
18935	LEONARD	2_04_25	FAT	1311.9579999999999	1314.3429999999998	il veut pas parler .
18936	LEONARD	2_04_25	CHI	1314.3429999999998	1314.9029999999998	dessin .
18937	LEONARD	2_04_25	mod			desɛ̃
18938	LEONARD	2_04_25	pho			desɛ̃
18939	LEONARD	2_04_25	CHI	1314.9029999999998	1316.3029999999999	t'as vu la dessin .
18940	LEONARD	2_04_25	mod			ta vy la desɛ̃
18941	LEONARD	2_04_25	pho			ta vy lə desɛ̃
18942	LEONARD	2_04_25	FAT	1316.3029999999999	1318.5520000000001	tu veux pas chanter une chanson ?
18943	LEONARD	2_04_25	tim			22:00
18944	LEONARD	2_04_25	FAT	1318.5520000000001	1323.85	tu veux pas chanter la mère Michelle .
18945	LEONARD	2_04_25	CHI	1323.85	1324.443	non .
18946	LEONARD	2_04_25	mod			nɔ̃
18947	LEONARD	2_04_25	sit			p commence à chanter.
18948	LEONARD	2_04_25	pho			nɔ̃
18949	LEONARD	2_04_25	FAT	1324.443	1326.46	c'est la mère Michelle +...
18950	LEONARD	2_04_25	CHI	1326.46	1326.882	non .
18951	LEONARD	2_04_25	mod			nɔ̃
18952	LEONARD	2_04_25	pho			nɔ̃
18953	LEONARD	2_04_25	CHI	1326.882	1327.515	non .
18954	LEONARD	2_04_25	mod			nɔ̃
18955	LEONARD	2_04_25	pho			nɔ̃
18956	LEONARD	2_04_25	FAT	1327.515	1328.4279999999999	tu veux pas chanter ?
18957	LEONARD	2_04_25	CHI	1328.3529999999998	1329.3529999999998	non .
18958	LEONARD	2_04_25	mod			nɔ̃
18959	LEONARD	2_04_25	com			POV:1pers
18960	LEONARD	2_04_25	pho			nɔ̃
18961	LEONARD	2_04_25	CHI	1329.3529999999998	1331.358	pas chanter .
18962	LEONARD	2_04_25	mod			pa ʃɑ̃te
18963	LEONARD	2_04_25	pho			pa ʃɑ̃te
18964	LEONARD	2_04_25	OBS	1331.358	1335.567	de toutes les façons moi j'veux pas la mère Michelle .
18965	LEONARD	2_04_25	FAT	1335.567	1337.808	qu' est+ce que tu veux comme chanson Léonard ?
18966	LEONARD	2_04_25	sit			L quitte sa place près de son père et touche les livres sur la chaîne.
18967	LEONARD	2_04_25	CHI	1337.808	1339.345	loup .
18968	LEONARD	2_04_25	mod			lu
18969	LEONARD	2_04_25	pho			lu
18970	LEONARD	2_04_25	FAT	1339.345	1342.2420000000002	tu veux le loup ?
18971	LEONARD	2_04_25	CHI	1342.2420000000002	1343.41	oui .
18972	LEONARD	2_04_25	mod			wi
18973	LEONARD	2_04_25	sit			il prend un livre et le tend à son père.
18974	LEONARD	2_04_25	pho			wi
18975	LEONARD	2_04_25	CHI	1343.41	1343.932	celui+là .
18976	LEONARD	2_04_25	mod			səlɥila
18977	LEONARD	2_04_25	pho			sɥila
18978	LEONARD	2_04_25	FAT	1343.932	1345.763	moi j'ai pas envie xxx .
18979	LEONARD	2_04_25	FAT	1345.763	1354.9820000000002	j'ai pas envie .
18980	LEONARD	2_04_25	CHI	1354.9820000000002	1356.533	celui+là .
18981	LEONARD	2_04_25	mod			səlɥila
18982	LEONARD	2_04_25	sit			il le lui donne.
18983	LEONARD	2_04_25	pho			slɥila
18984	LEONARD	2_04_25	FAT	1356.533	1357.7179999999998	merci .
18985	LEONARD	2_04_25	CHI	1357.7179999999998	1360.453	non mais raconte .
18986	LEONARD	2_04_25	mod			nɔ̃ mɛ ʀakɔ̃t
18987	LEONARD	2_04_25	pho			nɔ̃ me ʁakɔ̃t
18988	LEONARD	2_04_25	FAT	1360.453	1361.35	non j'ai pas envie .
18989	LEONARD	2_04_25	sit			L pleurniche.
18990	LEONARD	2_04_25	CHI	1361.35	1363.767	non raconte .
18991	LEONARD	2_04_25	mod			nɔ̃ ʀakɔ̃t
18992	LEONARD	2_04_25	pho			nɔ̃ ʁakɔ̃t
18993	LEONARD	2_04_25	FAT	1363.767	1367.5120000000002	je connais pas moi le loup je connais pas .
18994	LEONARD	2_04_25	CHI	1367.5120000000002	1368.28	non .
18995	LEONARD	2_04_25	mod			nɔ̃
18996	LEONARD	2_04_25	pho			nɔ̃
18997	LEONARD	2_04_25	+div+	1368.28	1598.025	BG
18998	LEONARD	2_04_25	FAT	1368.28	1369.53	je connais pas le loup .
18999	LEONARD	2_04_25	sit			il montre la couverture.
19000	LEONARD	2_04_25	FAT	1369.53	1370.475	c'est qui le loup ?
19001	LEONARD	2_04_25	sit			L pleurniche.
19002	LEONARD	2_04_25	CHI	1370.475	1375.1	c'est lapin .
19003	LEONARD	2_04_25	mod			sɛ lapɛ̃
19004	LEONARD	2_04_25	pho			se lapɛ̃
19005	LEONARD	2_04_25	FAT	1375.1	1375.8370000000002	c'est un lapin ?
19006	LEONARD	2_04_25	tim			23:00
19007	LEONARD	2_04_25	CHI	1375.8370000000002	1376.733	oui .
19008	LEONARD	2_04_25	mod			wi
19009	LEONARD	2_04_25	pho			wi
19010	LEONARD	2_04_25	FAT	1376.733	1378.797	xxx .
19011	LEONARD	2_04_25	CHI	1378.797	1381.1979999999999	c'est un lapin .
19012	LEONARD	2_04_25	mod			sɛ ɛ̃ lapɛ̃
19013	LEONARD	2_04_25	pho			set ɛ̃ lapɛ̃
19014	LEONARD	2_04_25	FAT	1381.1979999999999	1382.2879999999998	c'est pas un lapin c'est qui ?
19015	LEONARD	2_04_25	CHI	1382.2879999999998	1383.3120000000001	Loulou .
19016	LEONARD	2_04_25	mod			lulu
19017	LEONARD	2_04_25	pho			lulu
19018	LEONARD	2_04_25	FAT	1383.3120000000001	1384.112	mais c'est qui Loulou ?
19019	LEONARD	2_04_25	CHI	1384.112	1385.263	lui .
19020	LEONARD	2_04_25	mod			lɥi
19021	LEONARD	2_04_25	pho			lɥi
19022	LEONARD	2_04_25	FAT	1385.263	1387.09	c'est quoi le loup ?
19023	LEONARD	2_04_25	CHI	1387.09	1388.817	c'est méchant .
19024	LEONARD	2_04_25	mod			sɛ meʃɑ̃
19025	LEONARD	2_04_25	pho			se mesɑ̃
19026	LEONARD	2_04_25	FAT	1388.817	1389.618	c'est un méchant ?
19027	LEONARD	2_04_25	CHI	1389.618	1389.766	oui .
19028	LEONARD	2_04_25	mod			wi
19029	LEONARD	2_04_25	pho			wi
19030	LEONARD	2_04_25	OBS	1389.766	1390.2120000000002	qu' est+ce qui fait ?
19031	LEONARD	2_04_25	OBS	1390.2120000000002	1394.483	pourquoi il est méchant ?
19032	LEONARD	2_04_25	CHI	1394.483	1397.525	i fait comme ça .
19033	LEONARD	2_04_25	mod			i fɛ kɔm sa
19034	LEONARD	2_04_25	sit			tourné vers son père, il mime le loup dressé agressivement.
19035	LEONARD	2_04_25	pho			i fe kɔ sa
19036	LEONARD	2_04_25	OBS	1397.525	1398.645	wrr@o !
19037	LEONARD	2_04_25	sit			p ouvre le livre.
